skill_name
SWAD
SWAT analysis
SaaS
SaaS model
Sagent Data Flow
Sailfish OS
Sakai
Sakai Project
Salt
Salt (tools for software configuration management)
Samurai Web Testing Framework
SamuraiWTF
Sanskrit
Sard
Sardinian
Sardu
Sass
Scala
Scala Programming Language
Scantron
Schoology
Schoology e-learning platform
Scimitar
Sclipo
Scratch
Scratch (computer programming)
Scrum
Search marketing
Seed7
Selenium
Serbian
Serif DrawPlus
Serif Photoplus
Server-side JavaScript
SharePointLMS
Sheetster
ShiVa3D
Shiva
Shiva (digital game creation systems)
Shotwell
Simple Spreadsheet
SimpleOCR
SketchBook
SketchBook Pro
Slide Bureau
SlideDog
SlideShare
Slideshark
Slovak
Slovakian Sign Language
Slovene
Slovenian
Slovenian Sign Language
Smalltalk
Smalltalk (computer programming)
Smalltalk programming system
SmartFrog
SmartScore
SnagIt
Sodipodi
Software as a service
Solidity
Solidity principles
Solidity software
Solidity techniques
Source
Source (digital game creation systems)
Source 2
Source 2006
Source 2007
Spanish
Spanish Sign Language
Sphygmic Software Spreadsheet
Spiral development
Spiral development methodology
Spongelab
Squirrel-script
Standard Chinese
Standard HL7
Steiner approaches
Steiner concepts
Steiner methods
Steiner principle
Steiner principles
Subquery
Subversion
SuccessFactors
SumTotal Systems
Superpave mix
SuprTool
Swedish
Swedish Sign Language
Swift
Swift (computer programming)
Swift 3D
Swift algorithms
Swift programming paradigms
Swift software development principles
Swift software development techniques
Swiss-French Sign Language
Swiss-German Sign Language
Swiss-Italian Sign Language
Sybase
Syncsort DMX
Synctool
Synfig
Synfig Studio
Syntactically Awesome Stylesheets
T'ai chi ch'uan
T-brace usage
T-brace use
TACL
TCM
TEC
TGEA
THC Hydra
THT
THT mounting
TLS
TMQL
TOC
TOPYX
TVPaint
Taiji
Talend Studio for Data Integration
TalentLMS
Taleo
Taleo e-learning platform
Tamazight
Tamil
TaskTome
Tcl
TeamTalk
TeamViewer
TeamWox
Telugu
Teradata
Teradata Database
Teradata Integrated Data Warehouse
Tesseract
TextEdit
Textilus
Theory of Constraints
ThinkFree Office
ThinkFree Office Calc
TickTick
TimeDoctor
TimesTen
Tizen
Todoist
Toggl
Tomcat
ToodleDo
Totara LMS
TrackerSuite.Net
Trello
TripleStore
Trojan
Turing
Turkish
Turkish Sign Language
Tux Paint
Tyco Integrated Security Managed Access Control
TypeScript
TypeScript programming language
UAS
UFRaw
UX
UbiArt Framework
Ubiquitous computing
Ubuntu Touch OS
Ukrainian
Ukrainian Sign Language
Ulead PhotoImpact
UniData
UniSQL
Unified Color HDR PhotoStudio
Unigine
